card_id,bank,name,severity,failed_checks,annual_fee,forex,finance_pm,apply_url_status,source_section
kotak-kotak-811-credit-card,Kotak,Kotak 811 Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Dream Different”; cash_advance:“Kotak811 Super Money Credit Card”; no lounge; no badge,500,3.5,3.75,foreign-host:kotak.bank.in,"Fee table p.4, Kotak 811 Credit Card row (Joining ₹500 / Annual ₹500)"
kotak-kotak-air-credit-card,Kotak,Kotak Air+ Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Dream Different”; cash_advance:“Kotak811 Super Money Credit Card”,3000,2,3.75,foreign-host:kotak.bank.in,"Fee table p.3, Kotak Air+ Credit Card row (Joining ₹3,000 / Annual ₹3,000)"
kotak-kotak-air-credit-card-2,Kotak,Kotak Air Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Dream Different”; cash_advance:“Kotak811 Super Money Credit Card”; no badge,999,2,3.75,foreign-host:kotak.bank.in,"Fee table p.3, Kotak Air Credit Card row (Joining ₹999 / Annual ₹999)"
kotak-kotak-air-prime-credit-card,Kotak,Kotak Air+ Prime Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Dream Different”; cash_advance:“Kotak811 Super Money Credit Card”,3000,2,3.75,foreign-host:kotak.bank.in,"Fee table p.3, Kotak Air+ Prime Credit Card row (Joining ₹3,000 / Annual ₹3,000)"
kotak-kotak-biz,Kotak,Kotak BIZ,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Dream Different”; cash_advance:“Kotak811 Super Money Credit Card”; no lounge; no badge,499,3.5,3.75,foreign-host:kotak.bank.in,"Fee table p.4, Kotak BIZ row (Joining ₹299 / Annual ₹499)"
kotak-kotak-cashback-credit-card,Kotak,Kotak Cashback+ Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Dream Different”; cash_advance:“Kotak811 Super Money Credit Card”; no lounge; no badge,750,3.5,3.75,foreign-host:kotak.bank.in,"Fee table p.3, Kotak Cashback+ Credit Card row (Joining ₹750 / Annual ₹750)"
kotak-kotak-cashback-prime-credit-card,Kotak,Kotak Cashback+ Prime Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Dream Different”; cash_advance:“Kotak811 Super Money Credit Card”; no lounge; no badge,750,3.5,3.75,foreign-host:kotak.bank.in,"Fee table p.3, Kotak Cashback+ Prime Credit Card row (Joining ₹750 / Annual ₹750"
kotak-kotak-signature-infinite,Kotak,Kotak Signature/Infinite,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Dream Different”; cash_advance:“Kotak811 Super Money Credit Card”; no rewards; no lounge; no badge,0,3.5,3.75,foreign-host:kotak.bank.in,"Fee table p.4, Kotak Signature/Infinite row (Joining NIL / Annual NIL)"
kotak-kotak-solitaire-credit-card,Kotak,Kotak Solitaire Credit Card,BLOCKER,CARVEOUT LEAK: cash_advance:“Dream Different”; cash_advance:“Kotak811 Super Money Credit Card”; no apply_url,25000,0,3.75,missing,"Fee table p.3, Kotak Solitaire Credit Card row (Joining NIL / Annual ₹25,000)"
kotak-kotak-upi-rupay-virtual-credit-card,Kotak,Kotak UPI RuPay Virtual Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Dream Different”; cash_advance:“Kotak811 Super Money Credit Card”; no lounge; no badge,0,3.5,3.75,foreign-host:kotak.bank.in,"Fee table p.4, Kotak UPI RuPay Virtual Credit Card row (Joining NIL / Annual NIL"
kotak-kotak811-super-money-credit-card,Kotak,Kotak811 Super Money Credit Card,BLOCKER,CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Dream Different”; no apply_url; no rewards; no lounge; no badge,0,2,3.75,missing,"Fee table p.4, Kotak811 Super Money Credit Card row (Joining ₹249 / NIL; Annual "
kotak-league,Kotak,League,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Dream Different”; cash_advance:“Kotak811 Super Money Credit Card”; no lounge; no badge,499,3.5,3.75,foreign-host:kotak.bank.in,"Fee table p.3, League row (Joining ₹499 / NIL / Annual ₹499)"
kotak-mojo,Kotak,Mojo,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Dream Different”; cash_advance:“Kotak811 Super Money Credit Card”; no lounge; no badge,1000,3.5,3.75,foreign-host:kotak.bank.in,"Fee table p.3, Mojo row (Joining ₹1,000 / Annual ₹1,000; joining-fee waiver: min"
kotak-nri-royale-signature,Kotak,NRI Royale Signature,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Dream Different”; cash_advance:“Kotak811 Super Money Credit Card”; no lounge,1000,3.5,3.75,foreign-host:kotak.bank.in,"Fee table p.4, NRI Royale Signature row (Joining NIL / Annual ₹1,000)"
kotak-privy-league-signature-fee-paying-variant,Kotak,Privy League Signature (Fee Paying Variant),BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Dream Different”; cash_advance:“Kotak811 Super Money Credit Card”,2500,2,3.75,foreign-host:kotak.bank.in,"Fee table p.4, Privy League Signature (Fee Paying Variant) row (Joining NIL / An"
kotak-privy-league-signature-free-variant,Kotak,Privy League Signature (Free Variant),BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Dream Different”; cash_advance:“Kotak811 Super Money Credit Card”,0,3.5,3.75,foreign-host:kotak.bank.in,"Fee table p.4, Privy League Signature (Free Variant) row (Joining NIL / Annual N"
kotak-pvr-gold-pvr-platinum,Kotak,PVR Gold / PVR Platinum,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Dream Different”; cash_advance:“Kotak811 Super Money Credit Card”; no lounge; no badge,0,3.5,3.75,foreign-host:kotak.bank.in,"Fee table p.4, PVR Gold / PVR Platinum row (Joining NIL / Annual ₹499 / ₹999 — t"
kotak-pvr-inox,Kotak,PVR INOX,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Dream Different”; cash_advance:“Kotak811 Super Money Credit Card”; no lounge; no badge,499,3.5,3.75,foreign-host:kotak.bank.in,"Fee table p.3, PVR INOX row (Joining NIL / Annual ₹499)"
kotak-royale-signature,Kotak,Royale Signature,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Dream Different”; cash_advance:“Kotak811 Super Money Credit Card”,999,3.5,3.75,foreign-host:kotak.bank.in,"Fee table p.4, Royale Signature row (Joining ₹1,499 / NIL; Annual ₹999)"
kotak-urbane-gold,Kotak,Urbane Gold,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Dream Different”; cash_advance:“Kotak811 Super Money Credit Card”; no lounge; no badge,199,3.5,3.75,foreign-host:kotak.bank.in,"Fee table p.4, Urbane Gold row (Joining NIL / Annual ₹199)"
kotak-veer-platinum,Kotak,Veer - Platinum,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Dream Different”; cash_advance:“Kotak811 Super Money Credit Card”; no rewards; no lounge; no badge,299,3.5,3.75,foreign-host:kotak.bank.in,"Fee table p.4, Veer - Platinum row (Joining NIL / Annual ₹299)"
kotak-veer-select,Kotak,Veer – Select,BLOCKER,CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Dream Different”; cash_advance:“Kotak811 Super Money Credit Card”; no apply_url; no rewards; no lounge; no badge,599,3.5,3.75,missing,"Fee table p.4, Veer – Select row (Joining NIL / Annual ₹599)"
kotak-white,Kotak,White,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Dream Different”; cash_advance:“Kotak811 Super Money Credit Card”; no lounge,3000,3.5,3.75,foreign-host:kotak.bank.in,"Fee table p.3, White2 row (Joining ₹3,000 / Annual ₹3,000)"
kotak-white-reserve,Kotak,White Reserve,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Dream Different”; cash_advance:“Kotak811 Super Money Credit Card”,12500,2,3.75,foreign-host:kotak.bank.in,"Fee table p.3, White Reserve row (Joining ₹12,500 / Annual ₹12,500)"
kotak-zen,Kotak,Zen,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Dream Different”; cash_advance:“Kotak811 Super Money Credit Card”; no lounge; no badge,1500,3.5,3.75,foreign-host:kotak.bank.in,"Fee table p.3, Zen row (Joining ₹1,500 / Annual ₹1,500)"
rbl-apex,RBL Bank,Apex,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,1000,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.7, Apex row"
rbl-aspire-banking,RBL Bank,Aspire Banking,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,0,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.7, Aspire Banking row"
rbl-cookies-for-cards-issued-after-may-10-2021,RBL Bank,"Cookies (for Cards issued after May 10, 2021)",BLOCKER,apply_url off-domain; no lounge; no badge,100,3.5,3.99,foreign-host:rbl.bank.in,"A.ii Monthly fees table p.10, Cookies (issued after May 10 2021) row (monthly fe"
rbl-cookies-for-cards-issued-before-may-10-2021,RBL Bank,"Cookies (for cards issued before May 10, 2021)",BLOCKER,apply_url off-domain; no lounge; no badge,500,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.9, Cookies (issued before May 10 2021) row"
rbl-easysaver,RBL Bank,EasySaver,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,499,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.10, EasySaver row"
rbl-icon,RBL Bank,Icon,BLOCKER,apply_url off-domain,5000,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.6, Icon row"
rbl-iglobe,RBL Bank,iGlobe,BLOCKER,apply_url off-domain,0,1.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.6, iGlobe row"
rbl-insignia-preferred-banking,RBL Bank,Insignia Preferred Banking,BLOCKER,apply_url off-domain,0,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.5, Insignia Preferred Banking row"
rbl-lumi-re,RBL Bank,Lumière,BLOCKER,apply_url off-domain; no rewards; no lounge,50000,0,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.5, Lumière row"
rbl-monthly-treats,RBL Bank,Monthly Treats,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,100,3.5,3.99,foreign-host:rbl.bank.in,"A.ii Monthly fees table p.10, Monthly Treats row (monthly fee)"
rbl-myfirst,RBL Bank,MyFirst,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,999,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.10, MyFirst row"
rbl-nova,RBL Bank,Nova,BLOCKER,apply_url off-domain,12500,2,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.5, Nova row"
rbl-platinum-advantage,RBL Bank,Platinum Advantage,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,499,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.9, Platinum Advantage row"
rbl-platinum-bonus,RBL Bank,Platinum Bonus,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,999,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.10, Platinum Bonus row"
rbl-platinum-choice,RBL Bank,Platinum Choice,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,499,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.9, Platinum Choice row"
rbl-platinum-classic,RBL Bank,Platinum Classic,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,499,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.9, Platinum Classic row"
rbl-platinum-delight,RBL Bank,Platinum Delight,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,1000,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.6, Platinum Delight row"
rbl-platinum-edge,RBL Bank,Platinum Edge,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,1999,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.10, Platinum Edge row"
rbl-platinum-lifeeasy,RBL Bank,Platinum LifeEasy,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,1999,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.9, Platinum LifeEasy row"
rbl-platinum-max,RBL Bank,Platinum Max,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,999,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.10, Platinum Max row"
rbl-platinum-maxima,RBL Bank,Platinum Maxima,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,2000,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.6, Platinum Maxima row"
rbl-platinum-maxima-plus,RBL Bank,Platinum Maxima Plus,BLOCKER,apply_url off-domain; no badge,2500,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.6, Platinum Maxima Plus row"
rbl-platinum-plus,RBL Bank,Platinum Plus,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,999,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.9, Platinum Plus row"
rbl-platinum-prime,RBL Bank,Platinum Prime,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,999,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.10, Platinum Prime row"
rbl-platinum-shopdaily,RBL Bank,Platinum ShopDaily,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,499,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.9, Platinum ShopDaily row"
rbl-platinum-shopgain,RBL Bank,Platinum ShopGain,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,1499,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.10, Platinum ShopGain row"
rbl-platinum-shopsmart,RBL Bank,Platinum ShopSmart,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,499,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.9, Platinum ShopSmart row"
rbl-platinum-traveleasy,RBL Bank,Platinum TravelEasy,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,999,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.10, Platinum TravelEasy row"
rbl-platinum-valueplus,RBL Bank,Platinum ValuePlus,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,499,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.10, Platinum ValuePlus row"
rbl-quickpay,RBL Bank,QuickPay,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,99,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.6, QuickPay row"
rbl-rbl-bank-bank-bazaar-savemax-credit-card,RBL Bank,RBL Bank Bank Bazaar SaveMax Credit Card,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,0,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.8, RBL Bank Bank Bazaar SaveMax Credit Card r"
rbl-rbl-bank-bank-bazaar-savemax-pro-credit-card,RBL Bank,RBL Bank Bank Bazaar SaveMax Pro Credit Card,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,1499,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.8, RBL Bank Bank Bazaar SaveMax Pro Credit Ca"
rbl-rbl-bank-binge-credit-card,RBL Bank,RBL Bank Binge Credit Card,BLOCKER,apply_url off-domain; no badge,999,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.10, RBL Bank Binge Credit Card row"
rbl-rbl-bank-black-credit-card-erstwhile-rbl-bank-moneytap-black-credit-card,RBL Bank,RBL Bank Black Credit Card (erstwhile RBL Bank MoneyTap Black Credit Card),BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,3000,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.6, RBL Bank Black Credit Card row"
rbl-rbl-bank-blockbuster-credit-card,RBL Bank,RBL Bank Blockbuster Credit Card,BLOCKER,apply_url off-domain; no badge,3000,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.6, RBL Bank Blockbuster Credit Card row"
rbl-rbl-bank-credit-card-erstwhile-rbl-bank-moneytap-credit-card,RBL Bank,RBL Bank Credit Card (erstwhile RBL Bank MoneyTap Credit Card),BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,499,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.8, RBL Bank Credit Card (erstwhile MoneyTap) "
rbl-rbl-bank-dmi-finance-credit-card,RBL Bank,RBL Bank DMI Finance Credit Card,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,499,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.11, RBL Bank DMI Finance Credit Card row"
rbl-rbl-bank-fun-credit-card,RBL Bank,RBL Bank Fun+ Credit Card,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,499,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.8, RBL Bank Fun+ Credit Card row"
rbl-rbl-bank-indianoil-credit-card,RBL Bank,RBL Bank IndianOil Credit Card,BLOCKER,apply_url off-domain; no lounge; no badge,500,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.11, RBL Bank IndianOil Credit Card row"
rbl-rbl-bank-indianoil-xtra-credit-card,RBL Bank,RBL Bank IndianOil XTRA Credit Card,BLOCKER,apply_url off-domain; no lounge; no badge,1500,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.11, RBL Bank IndianOil XTRA Credit Card row"
rbl-rbl-bank-irctc-credit-card,RBL Bank,RBL Bank IRCTC Credit Card,BLOCKER,apply_url off-domain; no badge,500,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.11, RBL Bank IRCTC Credit Card row"
rbl-rbl-bank-movies-more-credit-card,RBL Bank,RBL Bank Movies & More Credit Card,BLOCKER,apply_url off-domain; no lounge; no badge,1000,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.7, RBL Bank Movies & More Credit Card row"
rbl-rbl-bank-paisabazaar-duet-credit-card-earlier-known-as-rbl-bank-paisa-on-demand-on-boarded-before-1st-september-2021,RBL Bank,"RBL Bank Paisabazaar Duet Credit Card. (earlier known as 'RBL Bank Paisa on Demand') on-boarded before 1st September, 2021",BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,500,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.8, RBL Bank Paisabazaar Duet Credit Card (onb"
rbl-rbl-bank-paisabazaar-duet-credit-card-onboarded-after-1st-september-2021,RBL Bank,"RBL Bank Paisabazaar Duet Credit Card (onboarded after 1st September, 2021)",BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,0,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.8, RBL Bank Paisabazaar Duet Credit Card (onb"
rbl-rbl-bank-paisabazaar-duet-plus-credit-card,RBL Bank,RBL Bank Paisabazaar Duet Plus Credit Card,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,1499,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.7, RBL Bank Paisabazaar Duet Plus Credit Card"
rbl-rbl-bank-patanjali-swarn-credit-card,RBL Bank,RBL Bank Patanjali Swarn Credit Card,BLOCKER,apply_url off-domain; no badge,1499,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.11, RBL Bank Patanjali Swarn Credit Card row"
rbl-rbl-bank-patanjali-vishisht-credit-card,RBL Bank,RBL Bank Patanjali Vishisht Credit Card,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,499,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.11, RBL Bank Patanjali Vishisht Credit Card r"
rbl-rbl-bank-play-credit-card,RBL Bank,RBL Bank Play Credit Card,BLOCKER,apply_url off-domain; no lounge; no badge,500,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.7, RBL Bank Play Credit Card row"
rbl-rbl-bank-popcorn-credit-card,RBL Bank,RBL Bank Popcorn Credit Card,BLOCKER,apply_url off-domain; no lounge; no badge,1000,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.6, RBL Bank Popcorn Credit Card row"
rbl-rbl-bank-salaryse-up-credit-card,RBL Bank,RBL Bank SalarySe UP credit Card,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,499,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.11, RBL Bank SalarySe UP credit Card row"
rbl-rbl-bank-tvs-credit-card,RBL Bank,RBL Bank TVS Credit Card,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,500,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.11, RBL Bank TVS Credit Card row"
rbl-rbl-bank-tvs-gold-credit-card,RBL Bank,RBL Bank TVS Gold Credit Card,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,1500,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.11, RBL Bank TVS Gold Credit Card row"
rbl-shoprite,RBL Bank,Shoprite,BLOCKER,apply_url off-domain; no lounge; no badge,500,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.7, Shoprite row"
rbl-signature-banking,RBL Bank,Signature Banking,BLOCKER,apply_url off-domain; no rewards; no lounge,0,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.7, Signature Banking row"
rbl-titanium-delight,RBL Bank,Titanium Delight,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,750,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.7, Titanium Delight row"
rbl-world-max,RBL Bank,World Max,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,2999,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.10, World Max row"
rbl-world-plus,RBL Bank,World Plus,BLOCKER,apply_url off-domain,4999,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.10, World Plus row"
rbl-world-prime,RBL Bank,World Prime,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,2999,3.5,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.10, World Prime row"
rbl-world-safari,RBL Bank,World Safari,BLOCKER,apply_url off-domain,3000,0,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.6, World Safari row"
rbl-world-safari-lite,RBL Bank,World Safari Lite,BLOCKER,apply_url off-domain,1000,0,3.99,foreign-host:rbl.bank.in,"A.i Annual membership fees table p.6, World Safari Lite row"
sbm-sbm-kredit-pe,SBM Bank,SBM Kredit.Pe,BLOCKER,apply_url off-domain; no lounge; no badge,199,3.5,3.5,foreign-host:kredit.pe,"Fee table p.4, SBM Kredit.Pe row (Joining 0, AMC 199 + GST, waiver 'Applicable f"
sbm-sbm-magnet,SBM Bank,SBM Magnet,BLOCKER,apply_url off-domain; no lounge; no badge,0,2.49,2.5,foreign-host:sbm-zet-card.zetapp.in,"Fee table p.4, SBM Magnet row (Joining 0, AMC 0, waiver N/A)"
sbm-sbm-mobikwik-first,SBM Bank,SBM Mobikwik First,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,0,3,3.5,foreign-host:mobikwik.com,"Fee table p.4, 'Joining fees/Membership fees' & 'Annual Maintenance Fee', SBM Mo"
sbm-sbm-niyo-global,SBM Bank,SBM Niyo Global,BLOCKER,apply_url off-domain,0,0,3,foreign-host:sbm.bank.in,"Fee table p.4, SBM Niyo Global row (Joining 0, AMC 0, waiver N/A)"
sbm-sbm-novio,SBM Bank,SBM novio,BLOCKER,apply_url off-domain; no lounge; no badge,0,2.49,3.5,foreign-host:novio.in,"Fee table p.4, SBM novio row (Joining 0, AMC 0, waiver N/A)"
sbm-sbm-paisabazaar-paisa,SBM Bank,SBM Paisabazaar Paisa +,BLOCKER,apply_url off-domain; no lounge,499,0,3.5,foreign-host:sbm.bank.in,"Fee table p.4, SBM Paisabazaar Paisa + row (Joining 0, AMC 499 + GST, with spend"
sbm-sbm-paisabazaar-step-up,SBM Bank,SBM Paisabazaar Step Up,BLOCKER,apply_url off-domain; no lounge; no badge,0,3.5,3,foreign-host:paisabazaar.com,"Fee table p.4, SBM Paisabazaar Step Up row (Joining 0, AMC 0, waiver N/A)"
sbm-sbm-zet,SBM Bank,SBM ZET,BLOCKER,apply_url off-domain; no lounge; no badge,0,2.49,3.5,foreign-host:zetapp.in,"Fee table p.4, SBM ZET row (Joining 0, AMC 0, waiver N/A)"
bob-conqr,Bank of Baroda,ConQR,WARN,no apply_url; no rewards; no lounge; no badge,0,3.5,3.75,missing,"TARIFF OF CHARGES, i. Joining Fee / First Year Fee table, ConQR row; and ii. Ann"
bob-easy-select-premier-fd-backed,Bank of Baroda,Easy/Select/Premier (FD Backed),WARN,no apply_url; no rewards; no lounge,0,3.5,3.75,missing,"TARIFF OF CHARGES, i. Joining Fee / First Year Fee table, Easy/Select/Premier (F"
bob-swavlamban,Bank of Baroda,Swavlamban,WARN,no apply_url; no rewards; no lounge; no badge,250,3.5,3.75,missing,"TARIFF OF CHARGES, i. Joining Fee / First Year Fee table, Swavlamban row; and ii"
hdfc-6e-rewards-indigo,HDFC,6E Rewards Indigo,WARN,no apply_url; no rewards; no lounge; no badge,500,,3.75,missing,"Fee table p.3, 6E Rewards Indigo row (waiver NA)"
hdfc-6e-rewards-indigo-xl,HDFC,6E Rewards Indigo XL,WARN,no apply_url; no rewards; no lounge; no badge,1500,2.5,3.75,missing,"Fee table p.3, 6E Rewards Indigo XL row (waiver NA)"
hdfc-allmiles,HDFC,AllMiles,WARN,no apply_url; no rewards; no lounge; no badge,,,3.75,missing,"Fee table p.4, AllMiles row"
hdfc-best-price-save-max,HDFC,Best Price Save Max,WARN,no apply_url; no rewards; no lounge; no badge,,,3.75,missing,"Fee table p.5, Best Price Save Max row"
hdfc-best-price-save-smart,HDFC,Best Price Save Smart,WARN,no apply_url; no rewards; no lounge; no badge,,,3.75,missing,"Fee table p.4, Best Price Save Smart row"
hdfc-bharat-cashback-teacher-s-platinum-solitaire,HDFC,Bharat CashBack / Teacher's Platinum / Solitaire,WARN,no apply_url; no rewards; no lounge; no badge,,,3.75,missing,"Fee table p.5, Bharat CashBack / Teacher's Platinum / Solitaire row"
hdfc-bizfirst,HDFC,BizFirst,WARN,no rewards; no lounge; no badge,,,3.75,ok-format,"Fee table p.4, BizFirst row"
