card_id,bank,name,type,category,joining_fee,annual_fee,fee_waiver,forex,finance_pm,finance_pa,cash_advance,cash_interest,late_fee,network,network_confidence,rewards,lounge,badge,apply_url,match_status,data_status,source_section,source_url
axis-axis-bank-supermoney-rupay-credit-card,Axis,Axis Bank SUPERMONEY RuPay Credit Card,retail,,0,0,,3.5,3.75,55.55,2.5% (Min. INR 500) of the cash amount; 2% (Min. INR 300) of the cash amount for OLYMPUS Credit Card,"Interest will be charged on all cash advances from the date of the withdrawal until the date of payment; for cash advances, interest is charged from the date of transaction until the date of payment (no interest-free period applies to cash advances). Levied at the applicable Finance / Interest Charge rate: 3.75% per month (55.55% per annum) for unsecured cards; 3.4% per month (49.36% per annum) for secured cards.","All other Credit Cards: Nil if total payment due is up to INR 500; INR 500 if between INR 501 and INR 5,000; INR 750 if between INR 5,001 and INR 10,000; INR 1,200 if greater than INR 10,000. OLYMPUS Credit Card: INR 100 if total payment due is greater than INR 2,000. Waived for BURGUNDY PRIVATE Credit Card and PRIMUS Credit Card",RuPay,high,,,,,unmatched,needs_review,"Schedule of Charges, 1. JOINING, ANNUAL and ADD-ON CARD FEE table (p.10), Axis Bank SUPERMONEY RuPay Credit Card row",https://www.axis.bank.in/docs/default-source/default-document-library/mitc-credit-cards.pdf
axis-google-pay-flex-axis-bank-credit-card,Axis,Google Pay Flex Axis Bank Credit Card,retail,,0,0,,3.5,3.75,55.55,2.5% (Min. INR 500) of the cash amount; 2% (Min. INR 300) of the cash amount for OLYMPUS Credit Card,"Interest will be charged on all cash advances from the date of the withdrawal until the date of payment; for cash advances, interest is charged from the date of transaction until the date of payment (no interest-free period applies to cash advances). Levied at the applicable Finance / Interest Charge rate: 3.75% per month (55.55% per annum) for unsecured cards; 3.4% per month (49.36% per annum) for secured cards.","All other Credit Cards: Nil if total payment due is up to INR 500; INR 500 if between INR 501 and INR 5,000; INR 750 if between INR 5,001 and INR 10,000; INR 1,200 if greater than INR 10,000. OLYMPUS Credit Card: INR 100 if total payment due is greater than INR 2,000. Waived for BURGUNDY PRIVATE Credit Card and PRIMUS Credit Card",RuPay,high,,,,,unmatched,needs_review,"Schedule of Charges, 1. JOINING, ANNUAL and ADD-ON CARD FEE table (p.10), Google Pay Flex Axis Bank Credit Card row",https://www.axis.bank.in/docs/default-source/default-document-library/mitc-credit-cards.pdf
axis-indigo-axis-bank-credit-card,Axis,IndiGo Axis Bank Credit Card,retail,mid_tier,799,799,,3.5,3.75,55.55,2.5% (Min. INR 500) of the cash amount; 2% (Min. INR 300) of the cash amount for OLYMPUS Credit Card,"Interest will be charged on all cash advances from the date of the withdrawal until the date of payment; for cash advances, interest is charged from the date of transaction until the date of payment (no interest-free period applies to cash advances). Levied at the applicable Finance / Interest Charge rate: 3.75% per month (55.55% per annum) for unsecured cards; 3.4% per month (49.36% per annum) for secured cards.","All other Credit Cards: Nil if total payment due is up to INR 500; INR 500 if between INR 501 and INR 5,000; INR 750 if between INR 5,001 and INR 10,000; INR 1,200 if greater than INR 10,000. OLYMPUS Credit Card: INR 100 if total payment due is greater than INR 2,000. Waived for BURGUNDY PRIVATE Credit Card and PRIMUS Credit Card",RuPay/Visa,high,3 IndiGo BluChips per INR 100 on IndiGo channels; 1 IndiGo BluChip per INR 100 on all eligible spends,"1 complimentary domestic airport lounge visit per quarter (on spends of INR 50,000 in preceding 3 months)",,https://www.axis.bank.in/cards/credit-card/indigo-axis-bank-credit-card,matched,needs_review,"Schedule of Charges, 1. JOINING, ANNUAL and ADD-ON CARD FEE table (p.10), IndiGo Axis Bank Credit Card row",https://www.axis.bank.in/docs/default-source/default-document-library/mitc-credit-cards.pdf
axis-indigo-axis-bank-premium-credit-card,Axis,IndiGo Axis Bank Premium Credit Card,retail,premium,5000,5000,,2.5,3.75,55.55,2.5% (Min. INR 500) of the cash amount; 2% (Min. INR 300) of the cash amount for OLYMPUS Credit Card,"Interest will be charged on all cash advances from the date of the withdrawal until the date of payment; for cash advances, interest is charged from the date of transaction until the date of payment (no interest-free period applies to cash advances). Levied at the applicable Finance / Interest Charge rate: 3.75% per month (55.55% per annum) for unsecured cards; 3.4% per month (49.36% per annum) for secured cards.","All other Credit Cards: Nil if total payment due is up to INR 500; INR 500 if between INR 501 and INR 5,000; INR 750 if between INR 5,001 and INR 10,000; INR 1,200 if greater than INR 10,000. OLYMPUS Credit Card: INR 100 if total payment due is greater than INR 2,000. Waived for BURGUNDY PRIVATE Credit Card and PRIMUS Credit Card",RuPay/Visa,high,Accelerated IndiGo BluChips earning on IndiGo and eligible spends with additional 6E Eats vouchers,,premium,https://www.axis.bank.in/cards/credit-card/indigo-axis-bank-premium-credit-card,matched,needs_review,"Schedule of Charges, 1. JOINING, ANNUAL and ADD-ON CARD FEE table (p.10), IndiGo Axis Bank Premium Credit Card row",https://www.axis.bank.in/docs/default-source/default-document-library/mitc-credit-cards.pdf
kotak-kotak-solitaire-credit-card,Kotak,Kotak Solitaire Credit Card,retail,super_premium,0,25000,Part of Kotak Solitaire Programme,0,3.75,45.0,"2.5% on advance amount, subject to minimum of ₹500 (All Other Credit Cards). 1% on advance amount for Kotak Solitaire Credit Card; ₹100 per instance for Dream Different / Kotak811 Super Money Credit Card; facility not available on Kotak UPI RuPay Virtual / Kotak Cashback+ / Kotak Cashback+ Prime Credit Cards","Interest will be levied on all cash advances from the date of the transaction until the date of payment (excluding Kotak Solitaire Credit Card, Gold Fortune and Dream Different Cardholders, as they enjoy interest free period for all Cash Advances). Charged at the monthly finance rate per Table B: 3.75% per month (45.00% APR) for standard cards; 3.50% per month (42.00% APR) for White Reserve, Kotak Solitaire, Kotak Signature/Infinite, White Signature, Privy League Signature, Kotak Air+, Kotak811 Super Money and Kotak Air+ Prime Credit Cards. No interest-free period applies to cash advances.","<=₹100: ₹0; >₹100-₹500: ₹100; >₹500-₹1000: ₹500; >₹1000-₹5000: ₹600; >₹5,000-₹10,000: ₹750; >₹10,000-₹25,000: ₹900; >₹25,000-₹50,000: ₹1,100; >₹50,000: ₹1,300",Visa,high,10 Air Miles per Rs.100 spent on travel bookings through Kotak Unbox; 3 Air Miles per Rs.100 on other purchases (1 mile = Rs.1),Unlimited domestic and international lounge access for primary and add-on cardholders (international via Priority Pass); 4 complimentary guest visits annually,invite only,,matched,needs_review,"Fee table p.3, Kotak Solitaire Credit Card row (Joining NIL / Annual ₹25,000)",https://www.kotak.bank.in/content/dam/Kotak/files/english-rcas.pdf
kotak-white-reserve,Kotak,White Reserve,retail,super_premium,12500,12500,Minimum retail spends of ₹10 lac in a year,2,3.75,45.0,"2.5% on advance amount, subject to minimum of ₹500 (All Other Credit Cards). 1% on advance amount for Kotak Solitaire Credit Card; ₹100 per instance for Dream Different / Kotak811 Super Money Credit Card; facility not available on Kotak UPI RuPay Virtual / Kotak Cashback+ / Kotak Cashback+ Prime Credit Cards","Interest will be levied on all cash advances from the date of the transaction until the date of payment (excluding Kotak Solitaire Credit Card, Gold Fortune and Dream Different Cardholders, as they enjoy interest free period for all Cash Advances). Charged at the monthly finance rate per Table B: 3.75% per month (45.00% APR) for standard cards; 3.50% per month (42.00% APR) for White Reserve, Kotak Solitaire, Kotak Signature/Infinite, White Signature, Privy League Signature, Kotak Air+, Kotak811 Super Money and Kotak Air+ Prime Credit Cards. No interest-free period applies to cash advances.","<=₹100: ₹0; >₹100-₹500: ₹100; >₹500-₹1000: ₹500; >₹1000-₹5000: ₹600; >₹5,000-₹10,000: ₹750; >₹10,000-₹25,000: ₹900; >₹25,000-₹50,000: ₹1,100; >₹50,000: ₹1,300",Visa,high,"White Pass milestone-based rewards worth up to Rs.2.5 lakh annually, redeemable for premium brand vouchers, flights, hotels and cashback",Unlimited lounge access at 1000+ airports worldwide for primary and add-on cardholders,metal card,https://www.kotak.bank.in/en/personal-banking/cards/credit-cards/white-reserve-credit-card.html,matched,needs_review,"Fee table p.3, White Reserve row (Joining ₹12,500 / Annual ₹12,500)",https://www.kotak.bank.in/content/dam/Kotak/files/english-rcas.pdf
kotak-white,Kotak,White,retail,premium,3000,3000,Minimum retail spends of ₹5 lac in a year,3.5,3.75,45.0,"2.5% on advance amount, subject to minimum of ₹500 (All Other Credit Cards). 1% on advance amount for Kotak Solitaire Credit Card; ₹100 per instance for Dream Different / Kotak811 Super Money Credit Card; facility not available on Kotak UPI RuPay Virtual / Kotak Cashback+ / Kotak Cashback+ Prime Credit Cards","Interest will be levied on all cash advances from the date of the transaction until the date of payment (excluding Kotak Solitaire Credit Card, Gold Fortune and Dream Different Cardholders, as they enjoy interest free period for all Cash Advances). Charged at the monthly finance rate per Table B: 3.75% per month (45.00% APR) for standard cards; 3.50% per month (42.00% APR) for White Reserve, Kotak Solitaire, Kotak Signature/Infinite, White Signature, Privy League Signature, Kotak Air+, Kotak811 Super Money and Kotak Air+ Prime Credit Cards. No interest-free period applies to cash advances.","<=₹100: ₹0; >₹100-₹500: ₹100; >₹500-₹1000: ₹500; >₹1000-₹5000: ₹600; >₹5,000-₹10,000: ₹750; >₹10,000-₹25,000: ₹900; >₹25,000-₹50,000: ₹1,100; >₹50,000: ₹1,300",Visa,medium,Vouchers redeemable on premium brands on meeting spend milestones,,premium,https://www.kotak.bank.in/en/personal-banking/cards/credit-cards/white-credit-card.html,matched,needs_review,"Fee table p.3, White2 row (Joining ₹3,000 / Annual ₹3,000)",https://www.kotak.bank.in/content/dam/Kotak/files/english-rcas.pdf
kotak-kotak-air-credit-card,Kotak,Kotak Air+ Credit Card,retail,premium,3000,3000,Minimum retail spends of ₹4 lac in an anniversary year,2,3.75,45.0,"2.5% on advance amount, subject to minimum of ₹500 (All Other Credit Cards). 1% on advance amount for Kotak Solitaire Credit Card; ₹100 per instance for Dream Different / Kotak811 Super Money Credit Card; facility not available on Kotak UPI RuPay Virtual / Kotak Cashback+ / Kotak Cashback+ Prime Credit Cards","Interest will be levied on all cash advances from the date of the transaction until the date of payment (excluding Kotak Solitaire Credit Card, Gold Fortune and Dream Different Cardholders, as they enjoy interest free period for all Cash Advances). Charged at the monthly finance rate per Table B: 3.75% per month (45.00% APR) for standard cards; 3.50% per month (42.00% APR) for White Reserve, Kotak Solitaire, Kotak Signature/Infinite, White Signature, Privy League Signature, Kotak Air+, Kotak811 Super Money and Kotak Air+ Prime Credit Cards. No interest-free period applies to cash advances.","<=₹100: ₹0; >₹100-₹500: ₹100; >₹500-₹1000: ₹500; >₹1000-₹5000: ₹600; >₹5,000-₹10,000: ₹750; >₹10,000-₹25,000: ₹900; >₹25,000-₹50,000: ₹1,100; >₹50,000: ₹1,300",Visa,medium,5 Air Miles per Rs.100 on travel bookings; 2 Air Miles per Rs.100 on other purchases,2 complimentary international and 4 domestic lounge visits annually,premium,https://www.kotak.bank.in/en/personal-banking/cards/credit-cards/kotak-air-plus-credit-card.html,matched,needs_review,"Fee table p.3, Kotak Air+ Credit Card row (Joining ₹3,000 / Annual ₹3,000)",https://www.kotak.bank.in/content/dam/Kotak/files/english-rcas.pdf
kotak-kotak-air-prime-credit-card,Kotak,Kotak Air+ Prime Credit Card,retail,premium,3000,3000,Minimum retail spends of ₹4 lac in an anniversary year,2,3.75,45.0,"2.5% on advance amount, subject to minimum of ₹500 (All Other Credit Cards). 1% on advance amount for Kotak Solitaire Credit Card; ₹100 per instance for Dream Different / Kotak811 Super Money Credit Card; facility not available on Kotak UPI RuPay Virtual / Kotak Cashback+ / Kotak Cashback+ Prime Credit Cards","Interest will be levied on all cash advances from the date of the transaction until the date of payment (excluding Kotak Solitaire Credit Card, Gold Fortune and Dream Different Cardholders, as they enjoy interest free period for all Cash Advances). Charged at the monthly finance rate per Table B: 3.75% per month (45.00% APR) for standard cards; 3.50% per month (42.00% APR) for White Reserve, Kotak Solitaire, Kotak Signature/Infinite, White Signature, Privy League Signature, Kotak Air+, Kotak811 Super Money and Kotak Air+ Prime Credit Cards. No interest-free period applies to cash advances.","<=₹100: ₹0; >₹100-₹500: ₹100; >₹500-₹1000: ₹500; >₹1000-₹5000: ₹600; >₹5,000-₹10,000: ₹750; >₹10,000-₹25,000: ₹900; >₹25,000-₹50,000: ₹1,100; >₹50,000: ₹1,300",Visa,medium,5 Air Miles per Rs.100 on travel spends; 5 Air Miles per Rs.100 on Auto Dealer Merchant spends; 2 Air Miles per Rs.100 on other eligible spends,2 complimentary international and 4 domestic lounge visits annually,premium,https://www.kotak.bank.in/en/personal-banking/cards/credit-cards/kotak-air-plus-prime-credit-card.html,matched,needs_review,"Fee table p.3, Kotak Air+ Prime Credit Card row (Joining ₹3,000 / Annual ₹3,000)",https://www.kotak.bank.in/content/dam/Kotak/files/english-rcas.pdf
kotak-indigo-kotak-premium-credit-card,Kotak,IndiGo Kotak Premium Credit Card,retail,premium,3000,3000,,3.5,3.75,45.0,"2.5% on advance amount, subject to minimum of ₹500 (All Other Credit Cards). 1% on advance amount for Kotak Solitaire Credit Card; ₹100 per instance for Dream Different / Kotak811 Super Money Credit Card; facility not available on Kotak UPI RuPay Virtual / Kotak Cashback+ / Kotak Cashback+ Prime Credit Cards","Interest will be levied on all cash advances from the date of the transaction until the date of payment (excluding Kotak Solitaire Credit Card, Gold Fortune and Dream Different Cardholders, as they enjoy interest free period for all Cash Advances). Charged at the monthly finance rate per Table B: 3.75% per month (45.00% APR) for standard cards; 3.50% per month (42.00% APR) for White Reserve, Kotak Solitaire, Kotak Signature/Infinite, White Signature, Privy League Signature, Kotak Air+, Kotak811 Super Money and Kotak Air+ Prime Credit Cards. No interest-free period applies to cash advances.","<=₹100: ₹0; >₹100-₹500: ₹100; >₹500-₹1000: ₹500; >₹1000-₹5000: ₹600; >₹5,000-₹10,000: ₹750; >₹10,000-₹25,000: ₹900; >₹25,000-₹50,000: ₹1,100; >₹50,000: ₹1,300",Visa,medium,Up to 21 IndiGo BluChips per Rs.100 on flight bookings,,premium,https://www.kotak.bank.in/en/personal-banking/cards/credit-cards/indigo-xl-credit-card.html,matched,needs_review,"Fee table p.3, IndiGo Kotak Premium Credit Card row (Joining ₹3,000 / Annual ₹3,000)",https://www.kotak.bank.in/content/dam/Kotak/files/english-rcas.pdf
kotak-indigo-kotak-credit-card,Kotak,IndiGo Kotak Credit Card,retail,mid_tier,1500,1500,,3.5,3.75,45.0,"2.5% on advance amount, subject to minimum of ₹500 (All Other Credit Cards). 1% on advance amount for Kotak Solitaire Credit Card; ₹100 per instance for Dream Different / Kotak811 Super Money Credit Card; facility not available on Kotak UPI RuPay Virtual / Kotak Cashback+ / Kotak Cashback+ Prime Credit Cards","Interest will be levied on all cash advances from the date of the transaction until the date of payment (excluding Kotak Solitaire Credit Card, Gold Fortune and Dream Different Cardholders, as they enjoy interest free period for all Cash Advances). Charged at the monthly finance rate per Table B: 3.75% per month (45.00% APR) for standard cards; 3.50% per month (42.00% APR) for White Reserve, Kotak Solitaire, Kotak Signature/Infinite, White Signature, Privy League Signature, Kotak Air+, Kotak811 Super Money and Kotak Air+ Prime Credit Cards. No interest-free period applies to cash advances.","<=₹100: ₹0; >₹100-₹500: ₹100; >₹500-₹1000: ₹500; >₹1000-₹5000: ₹600; >₹5,000-₹10,000: ₹750; >₹10,000-₹25,000: ₹900; >₹25,000-₹50,000: ₹1,100; >₹50,000: ₹1,300",Visa,medium,Up to 19 IndiGo BluChips per Rs.100 on flight bookings,,,https://www.kotak.bank.in/en/personal-banking/cards/credit-cards/indigo-credit-card-base-t.html,matched,needs_review,"Fee table p.3, IndiGo Kotak Credit Card row (Joining ₹1,500 / Annual ₹1,500)",https://www.kotak.bank.in/content/dam/Kotak/files/english-rcas.pdf
kotak-zen,Kotak,Zen,retail,mid_tier,1500,1500,Minimum retail spend of ₹1.5 lac in a year,3.5,3.75,45.0,"2.5% on advance amount, subject to minimum of ₹500 (All Other Credit Cards). 1% on advance amount for Kotak Solitaire Credit Card; ₹100 per instance for Dream Different / Kotak811 Super Money Credit Card; facility not available on Kotak UPI RuPay Virtual / Kotak Cashback+ / Kotak Cashback+ Prime Credit Cards","Interest will be levied on all cash advances from the date of the transaction until the date of payment (excluding Kotak Solitaire Credit Card, Gold Fortune and Dream Different Cardholders, as they enjoy interest free period for all Cash Advances). Charged at the monthly finance rate per Table B: 3.75% per month (45.00% APR) for standard cards; 3.50% per month (42.00% APR) for White Reserve, Kotak Solitaire, Kotak Signature/Infinite, White Signature, Privy League Signature, Kotak Air+, Kotak811 Super Money and Kotak Air+ Prime Credit Cards. No interest-free period applies to cash advances.","<=₹100: ₹0; >₹100-₹500: ₹100; >₹500-₹1000: ₹500; >₹1000-₹5000: ₹600; >₹5,000-₹10,000: ₹750; >₹10,000-₹25,000: ₹900; >₹25,000-₹50,000: ₹1,100; >₹50,000: ₹1,300",Visa,medium,10 Zen Points per Rs.150 spent on shopping; 5 Zen Points per Rs.150 on other spends,,,https://www.kotak.bank.in/en/personal-banking/cards/credit-cards/zen-credit-card.html,matched,needs_review,"Fee table p.3, Zen row (Joining ₹1,500 / Annual ₹1,500)",https://www.kotak.bank.in/content/dam/Kotak/files/english-rcas.pdf
kotak-mojo,Kotak,Mojo,retail,mid_tier,1000,1000,Minimum retail spend of ₹1 lac in a year,3.5,3.75,45.0,"2.5% on advance amount, subject to minimum of ₹500 (All Other Credit Cards). 1% on advance amount for Kotak Solitaire Credit Card; ₹100 per instance for Dream Different / Kotak811 Super Money Credit Card; facility not available on Kotak UPI RuPay Virtual / Kotak Cashback+ / Kotak Cashback+ Prime Credit Cards","Interest will be levied on all cash advances from the date of the transaction until the date of payment (excluding Kotak Solitaire Credit Card, Gold Fortune and Dream Different Cardholders, as they enjoy interest free period for all Cash Advances). Charged at the monthly finance rate per Table B: 3.75% per month (45.00% APR) for standard cards; 3.50% per month (42.00% APR) for White Reserve, Kotak Solitaire, Kotak Signature/Infinite, White Signature, Privy League Signature, Kotak Air+, Kotak811 Super Money and Kotak Air+ Prime Credit Cards. No interest-free period applies to cash advances.","<=₹100: ₹0; >₹100-₹500: ₹100; >₹500-₹1000: ₹500; >₹1000-₹5000: ₹600; >₹5,000-₹10,000: ₹750; >₹10,000-₹25,000: ₹900; >₹25,000-₹50,000: ₹1,100; >₹50,000: ₹1,300",Visa,high,Unlimited 2.5 Mojo points per Rs.100 on online spends; 1 Mojo point per Rs.100 on other spends,,,https://www.kotak.bank.in/en/personal-banking/cards/credit-cards/mojo-platinum-credit-card.html,matched,needs_review,"Fee table p.3, Mojo row (Joining ₹1,000 / Annual ₹1,000; joining-fee waiver: minimum spend of ₹30,000 in 90 days of issuance)",https://www.kotak.bank.in/content/dam/Kotak/files/english-rcas.pdf
kotak-kotak-air-credit-card-2,Kotak,Kotak Air Credit Card,retail,mid_tier,999,999,Minimum retail spends of ₹2.5 lac in an anniversary year,2,3.75,45.0,"2.5% on advance amount, subject to minimum of ₹500 (All Other Credit Cards). 1% on advance amount for Kotak Solitaire Credit Card; ₹100 per instance for Dream Different / Kotak811 Super Money Credit Card; facility not available on Kotak UPI RuPay Virtual / Kotak Cashback+ / Kotak Cashback+ Prime Credit Cards","Interest will be levied on all cash advances from the date of the transaction until the date of payment (excluding Kotak Solitaire Credit Card, Gold Fortune and Dream Different Cardholders, as they enjoy interest free period for all Cash Advances). Charged at the monthly finance rate per Table B: 3.75% per month (45.00% APR) for standard cards; 3.50% per month (42.00% APR) for White Reserve, Kotak Solitaire, Kotak Signature/Infinite, White Signature, Privy League Signature, Kotak Air+, Kotak811 Super Money and Kotak Air+ Prime Credit Cards. No interest-free period applies to cash advances.","<=₹100: ₹0; >₹100-₹500: ₹100; >₹500-₹1000: ₹500; >₹1000-₹5000: ₹600; >₹5,000-₹10,000: ₹750; >₹10,000-₹25,000: ₹900; >₹25,000-₹50,000: ₹1,100; >₹50,000: ₹1,300",Visa,medium,3 Air Miles per Rs.100 on travel spends; unlimited 1 Air Mile per Rs.100 on other purchases,4 complimentary domestic lounge visits annually,,https://www.kotak.bank.in/en/personal-banking/cards/credit-cards/kotak-air-plus-credit-card.html,matched,needs_review,"Fee table p.3, Kotak Air Credit Card row (Joining ₹999 / Annual ₹999)",https://www.kotak.bank.in/content/dam/Kotak/files/english-rcas.pdf
kotak-kotak-cashback-credit-card,Kotak,Kotak Cashback+ Credit Card,retail,mid_tier,750,750,Minimum retail spend of ₹2 lac in a year,3.5,3.75,45.0,"2.5% on advance amount, subject to minimum of ₹500 (All Other Credit Cards). 1% on advance amount for Kotak Solitaire Credit Card; ₹100 per instance for Dream Different / Kotak811 Super Money Credit Card; facility not available on Kotak UPI RuPay Virtual / Kotak Cashback+ / Kotak Cashback+ Prime Credit Cards","Interest will be levied on all cash advances from the date of the transaction until the date of payment (excluding Kotak Solitaire Credit Card, Gold Fortune and Dream Different Cardholders, as they enjoy interest free period for all Cash Advances). Charged at the monthly finance rate per Table B: 3.75% per month (45.00% APR) for standard cards; 3.50% per month (42.00% APR) for White Reserve, Kotak Solitaire, Kotak Signature/Infinite, White Signature, Privy League Signature, Kotak Air+, Kotak811 Super Money and Kotak Air+ Prime Credit Cards. No interest-free period applies to cash advances.","<=₹100: ₹0; >₹100-₹500: ₹100; >₹500-₹1000: ₹500; >₹1000-₹5000: ₹600; >₹5,000-₹10,000: ₹750; >₹10,000-₹25,000: ₹900; >₹25,000-₹50,000: ₹1,100; >₹50,000: ₹1,300",Visa,medium,"5% cashback on online food deliveries, groceries and entertainment; 3% cashback on fuel; 0.5% unlimited cashback on other eligible spends",,,https://www.kotak.bank.in/en/personal-banking/cards/credit-cards/kotak-cashback-plus-credit-card.html,matched,needs_review,"Fee table p.3, Kotak Cashback+ Credit Card row (Joining ₹750 / Annual ₹750)",https://www.kotak.bank.in/content/dam/Kotak/files/english-rcas.pdf
kotak-kotak-cashback-prime-credit-card,Kotak,Kotak Cashback+ Prime Credit Card,retail,mid_tier,750,750,Minimum retail spend of ₹2 lac in a year,3.5,3.75,45.0,"2.5% on advance amount, subject to minimum of ₹500 (All Other Credit Cards). 1% on advance amount for Kotak Solitaire Credit Card; ₹100 per instance for Dream Different / Kotak811 Super Money Credit Card; facility not available on Kotak UPI RuPay Virtual / Kotak Cashback+ / Kotak Cashback+ Prime Credit Cards","Interest will be levied on all cash advances from the date of the transaction until the date of payment (excluding Kotak Solitaire Credit Card, Gold Fortune and Dream Different Cardholders, as they enjoy interest free period for all Cash Advances). Charged at the monthly finance rate per Table B: 3.75% per month (45.00% APR) for standard cards; 3.50% per month (42.00% APR) for White Reserve, Kotak Solitaire, Kotak Signature/Infinite, White Signature, Privy League Signature, Kotak Air+, Kotak811 Super Money and Kotak Air+ Prime Credit Cards. No interest-free period applies to cash advances.","<=₹100: ₹0; >₹100-₹500: ₹100; >₹500-₹1000: ₹500; >₹1000-₹5000: ₹600; >₹5,000-₹10,000: ₹750; >₹10,000-₹25,000: ₹900; >₹25,000-₹50,000: ₹1,100; >₹50,000: ₹1,300",Visa,medium,"5% cashback on online food deliveries, groceries and entertainment; 5% cashback on Auto Dealer merchant spends; 3% cashback on fuel",,,https://www.kotak.bank.in/en/personal-banking/cards/credit-cards/kotak-cashback-plus-credit-card.html,matched,needs_review,"Fee table p.3, Kotak Cashback+ Prime Credit Card row (Joining ₹750 / Annual ₹750)",https://www.kotak.bank.in/content/dam/Kotak/files/english-rcas.pdf
kotak-league,Kotak,League,retail,entry,499,499,"Minimum retail spend of ₹50,000 in a year",3.5,3.75,45.0,"2.5% on advance amount, subject to minimum of ₹500 (All Other Credit Cards). 1% on advance amount for Kotak Solitaire Credit Card; ₹100 per instance for Dream Different / Kotak811 Super Money Credit Card; facility not available on Kotak UPI RuPay Virtual / Kotak Cashback+ / Kotak Cashback+ Prime Credit Cards","Interest will be levied on all cash advances from the date of the transaction until the date of payment (excluding Kotak Solitaire Credit Card, Gold Fortune and Dream Different Cardholders, as they enjoy interest free period for all Cash Advances). Charged at the monthly finance rate per Table B: 3.75% per month (45.00% APR) for standard cards; 3.50% per month (42.00% APR) for White Reserve, Kotak Solitaire, Kotak Signature/Infinite, White Signature, Privy League Signature, Kotak Air+, Kotak811 Super Money and Kotak Air+ Prime Credit Cards. No interest-free period applies to cash advances.","<=₹100: ₹0; >₹100-₹500: ₹100; >₹500-₹1000: ₹500; >₹1000-₹5000: ₹600; >₹5,000-₹10,000: ₹750; >₹10,000-₹25,000: ₹900; >₹25,000-₹50,000: ₹1,100; >₹50,000: ₹1,300",Visa,medium,"4 free PVR tickets or 10,000 Reward Points on spends of Rs.1,25,000 every 6 months; up to 8 Reward Points per Rs.150 spent",,,https://www.kotak.bank.in/en/personal-banking/cards/credit-cards/league-platinum-card.html,matched,needs_review,"Fee table p.3, League row (Joining ₹499 / NIL / Annual ₹499)",https://www.kotak.bank.in/content/dam/Kotak/files/english-rcas.pdf
kotak-pvr-inox,Kotak,PVR INOX,retail,entry,0,499,,3.5,3.75,45.0,"2.5% on advance amount, subject to minimum of ₹500 (All Other Credit Cards). 1% on advance amount for Kotak Solitaire Credit Card; ₹100 per instance for Dream Different / Kotak811 Super Money Credit Card; facility not available on Kotak UPI RuPay Virtual / Kotak Cashback+ / Kotak Cashback+ Prime Credit Cards","Interest will be levied on all cash advances from the date of the transaction until the date of payment (excluding Kotak Solitaire Credit Card, Gold Fortune and Dream Different Cardholders, as they enjoy interest free period for all Cash Advances). Charged at the monthly finance rate per Table B: 3.75% per month (45.00% APR) for standard cards; 3.50% per month (42.00% APR) for White Reserve, Kotak Solitaire, Kotak Signature/Infinite, White Signature, Privy League Signature, Kotak Air+, Kotak811 Super Money and Kotak Air+ Prime Credit Cards. No interest-free period applies to cash advances.","<=₹100: ₹0; >₹100-₹500: ₹100; >₹500-₹1000: ₹500; >₹1000-₹5000: ₹600; >₹5,000-₹10,000: ₹750; >₹10,000-₹25,000: ₹900; >₹25,000-₹50,000: ₹1,100; >₹50,000: ₹1,300",Visa,medium,"One movie ticket for every Rs.10,000 spent; 20% instant discount on F&B; 5% instant discount on movie tickets",,,https://www.kotak.bank.in/en/personal-banking/cards/credit-cards/pvr-inox-kotak-credit-card.html,matched,needs_review,"Fee table p.3, PVR INOX row (Joining NIL / Annual ₹499)",https://www.kotak.bank.in/content/dam/Kotak/files/english-rcas.pdf
kotak-kotak-biz,Kotak,Kotak BIZ,business,entry,299,499,,3.5,3.75,45.0,"2.5% on advance amount, subject to minimum of ₹500 (All Other Credit Cards). 1% on advance amount for Kotak Solitaire Credit Card; ₹100 per instance for Dream Different / Kotak811 Super Money Credit Card; facility not available on Kotak UPI RuPay Virtual / Kotak Cashback+ / Kotak Cashback+ Prime Credit Cards","Interest will be levied on all cash advances from the date of the transaction until the date of payment (excluding Kotak Solitaire Credit Card, Gold Fortune and Dream Different Cardholders, as they enjoy interest free period for all Cash Advances). Charged at the monthly finance rate per Table B: 3.75% per month (45.00% APR) for standard cards; 3.50% per month (42.00% APR) for White Reserve, Kotak Solitaire, Kotak Signature/Infinite, White Signature, Privy League Signature, Kotak Air+, Kotak811 Super Money and Kotak Air+ Prime Credit Cards. No interest-free period applies to cash advances.","<=₹100: ₹0; >₹100-₹500: ₹100; >₹500-₹1000: ₹500; >₹1000-₹5000: ₹600; >₹5,000-₹10,000: ₹750; >₹10,000-₹25,000: ₹900; >₹25,000-₹50,000: ₹1,100; >₹50,000: ₹1,300",Visa,low,Up to 4 Reward Points per Rs.100 spent; comprehensive insurance programme worth Rs.50K,,,https://www.kotak.bank.in/en/personal-banking/cards/credit-cards/biz-credit-card.html,matched,needs_review,"Fee table p.4, Kotak BIZ row (Joining ₹299 / Annual ₹499)",https://www.kotak.bank.in/content/dam/Kotak/files/english-rcas.pdf
